student,course,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,englishSymbolicSwitchCount,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,SystemInfoHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
spcamass,CSC226-001-STADDON-S16,1784,34,9298.582,8767.468,531.114,5.103502744,5.475402062,5.082590145,9.943093966,32,211,85,141,22,307,143,316,128,188,0.107924528,0.508896797,0.178082192,1514,1,1510,5,1515,2,190,1325,0.874587459,0.022442244,0.125412541,55,6,66,8,9
jdhende5,CSC226-001-STADDON-S16,1946,10,11744.67,11398.384,346.286,5.91969254,6.183678571,5.912024896,11.23783341,2,119,77,102,38,518,138,198,93,105,0.098783107,1.232142857,0.182902584,1463,3,1459,7,1466,0,69,1397,0.952933151,0.006821282,0.047066849,275,12,28,0,35
tjiang8,CSC226-001-STADDON-S16,943,1,5625.725,5468.553,157.172,5.817709411,1.871095238,6.193151755,11.46906999,8,125,65,65,28,132,106,179,103,76,0.142281879,1.019230769,0.249705536,830,5,368,467,835,6,90,745,0.892215569,0.001197605,0.107784431,5,2,57,2,9
cclewis,CSC226-001-STADDON-S16,1558,32,12248.321,11709.932,538.389,7.737410613,5.22707767,7.912116216,13.63926591,0,99,67,92,17,483,162,113,73,40,0.168574402,0.818181818,0.279551337,1100,0,780,320,1100,0,139,961,0.873636364,0.029090909,0.126363636,35,2,61,6,14
jareinha,CSC226-001-STADDON-S16,1464,2,7934.003,6765.588,1168.415,5.321262911,7.442133758,5.071655172,9.53534305,4,89,54,31,21,286,101,94,53,41,0.089065256,0.918181818,0.162379421,1204,1,1100,105,1205,4,71,1134,0.941078838,0.001659751,0.058921162,473,2,50,5,5
jdmccorm,CSC226-001-STADDON-S16,879,9,7159.735,6155.515,1004.22,7.911309392,8.03376,7.891685897,14.06194591,4,83,50,33,12,195,99,79,34,45,0.16894198,0.634615385,0.266846361,710,0,707,3,710,0,124,586,0.825352113,0.012676056,0.174647887,62,2,70,20,4
iggatlan,CSC226-001-STADDON-S16,902,23,2886.348,2702.187,184.161,3.1036,2.923190476,3.116709343,4.632370519,2,69,40,36,12,169,128,29,25,4,0.191044776,1.007874016,0.321204517,761,0,761,0,761,2,91,670,0.880420499,0.03022339,0.119579501,199,4,43,3,4
smschnei,CSC226-001-STADDON-S16,1624,5,5556.143,5253.983,302.16,3.345059001,3.180631579,3.355033844,7.136352471,4,83,58,45,14,595,119,82,54,28,0.123188406,1.008474576,0.219557196,1066,0,946,120,1066,0,100,966,0.90619137,0.004690432,0.09380863,346,2,50,6,10
psdhillo,CSC226-001-STADDON-S16,1279,29,6790.24,6638.167,152.073,5.179435545,2.083191781,5.362008885,9.429769553,2,106,52,72,17,245,140,108,75,33,0.141843972,0.945945946,0.246696035,1066,0,1014,52,1066,0,79,987,0.925891182,0.027204503,0.074108818,168,0,37,0,1
pbwilli2,CSC226-001-STADDON-S16,1337,12,6807.656,6349.681,457.975,5.001951506,5.26408046,4.98405102,7.810460607,2,77,67,139,10,200,239,54,40,14,0.223782772,1.975206612,0.402018503,1161,0,1160,1,1161,0,93,1068,0.919896641,0.010335917,0.080103359,336,2,59,4,42
zcfearns,CSC226-001-STADDON-S16,1186,16,4528.785,4351.296,177.489,3.721269515,2.572304348,3.790327526,6.955417121,2,77,51,78,34,302,155,85,43,42,0.182352941,1.448598131,0.323928945,915,0,915,0,915,0,65,850,0.928961749,0.017486339,0.071038251,35,0,44,3,10
bjespela,CSC226-001-STADDON-S16,2017,10,4602.79,4364.195,238.595,2.248553981,2.38595,2.241497175,4.431447924,2,96,98,117,30,704,177,164,102,62,0.143088116,1.638888889,0.263197026,1333,10,983,360,1343,10,106,1237,0.921072226,0.007446016,0.078927774,71,7,52,6,12
rwu5,CSC226-001-STADDON-S16,1053,27,4423.675,4322.93,100.745,4.073365562,1.325592105,4.280128713,9.073459299,2,99,76,74,14,300,133,130,78,52,0.191091954,1.266666667,0.332084894,785,1,780,6,786,2,90,696,0.885496183,0.034351145,0.114503817,83,3,41,2,1
aglong,CSC226-001-STADDON-S16,648,0,4158.116,3672.632,485.484,6.096944282,6.145367089,6.090600332,8.890075084,2,51,42,23,1,247,91,26,20,6,0.233933162,0.883495146,0.369918699,430,5,369,66,435,1,46,389,0.894252874,0,0.105747126,46,2,38,1,0
